1	1	110	11
6	1	110	11
13	1	111	12
21	1	111	13
26	1	112	15
33	1	113	18
40	1	113	20
47	1	114	24
52	1	115	27
59	1	116	30
66	1	117	32
74	1	117	35
79	1	118	38
86	1	118	41
93	1	118	43
98	1	117	45
104	1	116	46
111	1	115	48
118	1	113	49
125	1	111	50
130	1	109	51
138	1	107	52
145	1	104	52
152	1	102	53
157	1	100	53
164	1	98	53
171	1	95	53
178	1	93	53
183	1	92	53
191	1	90	53
194	1	88	53
201	1	87	52
207	1	85	52
214	1	84	52
221	1	82	52
227	1	81	52
232	1	79	52
239	1	78	52
244	1	76	52
251	1	75	52
256	1	73	52
263	1	72	52
270	1	71	52
277	1	70	52
283	1	69	52
289	1	69	51
294	1	68	51
301	1	68	51
306	1	67	51
320	1	67	51
327	1	67	51
333	1	67	52
347	1	67	52
359	1	67	52
366	1	67	52
373	1	67	52
380	1	68	52
385	1	68	52
392	1	69	52
398	1	69	51
405	1	69	51
410	1	70	51
417	1	70	50
418	2	70	50
484	2	70	46
488	2	70	46
496	2	70	45
503	2	70	45
508	2	70	44
514	2	69	43
520	2	69	42
527	2	68	40
534	2	67	39
539	2	66	37
547	2	66	36
554	2	65	35
559	2	64	34
561	2	63	34
567	2	62	35
575	2	60	36
582	2	59	38
586	2	58	41
593	2	57	44
600	2	57	48
607	2	56	52
612	2	57	57
619	2	57	61
626	2	58	66
633	2	59	69
639	2	61	72
644	2	63	73
651	2	65	74
658	2	67	75
664	2	69	75
671	2	71	75
678	2	73	73
685	2	75	71
690	2	76	69
697	2	78	65
704	2	79	62
711	2	79	58
717	2	80	54
723	2	79	51
730	2	79	48
737	2	79	46
743	2	78	44
750	2	78	43
757	2	78	43
770	2	78	43
777	2	78	43
784	2	78	44
792	2	78	46
797	2	78	48
805	2	78	51
811	2	79	55
818	2	79	58
823	2	80	62
830	2	80	65
838	2	82	68
845	2	83	71
850	2	84	73
858	2	86	74
865	2	87	75
872	2	88	76
877	2	89	76
885	2	90	76
892	2	91	76
898	2	91	75
903	2	91	74
910	2	91	73
917	2	91	73
924	2	91	72
930	2	91	71
934	1	90	71
940	1	90	70
947	1	90	70
951	1	90	70
958	1	89	69
965	1	89	69
972	1	90	69
977	1	90	68
984	1	90	68
991	1	91	67
998	1	92	67
1004	1	92	66
1011	1	93	65
1018	1	93	65
1025	1	94	64
1030	1	94	63
1037	1	94	63
1041	1	94	62
1043	1	94	62
1049	1	94	61
1056	1	94	61
1063	1	94	61
1070	1	94	60
1075	1	94	60
1082	1	94	60
1089	1	95	59
1093	1	95	59
1098	1	95	58
1105	1	95	57
1112	1	96	57
1119	1	96	56
1125	1	96	56
1132	1	97	55
1139	1	97	54
1145	1	97	54
1150	1	97	53
1158	1	97	52
1165	1	98	52
1172	1	98	51
1177	1	98	51
1184	1	98	50
1191	1	98	50
1198	1	98	49
1204	1	98	49
1210	1	98	48
1217	1	98	48
1225	1	99	47
1230	1	99	46
1237	1	99	46
1244	1	99	45
1251	1	99	44
1251	2	99	44
1308	2	99	50
1316	2	100	54
1323	2	100	59
1330	2	101	64
1336	2	101	69
1343	2	102	75
1350	2	102	80
1357	2	103	84
1365	2	103	89
1368	2	104	93
1376	2	104	96
1383	2	104	99
1387	2	104	101
1394	2	104	102
1401	2	105	103
1408	2	105	103
1413	2	105	102
1420	1	104	101
1427	1	104	98
1435	1	104	95
1440	1	104	91
1447	1	103	87
1455	1	103	83
1462	1	103	80
1467	1	103	77
1475	1	103	74
1482	1	103	72
1489	1	103	70
1495	1	103	68
1502	1	103	66
1509	1	102	64
1516	1	102	62
1521	1	102	60
1528	1	102	58
1536	1	101	56
1543	1	101	54
1548	1	101	53
1555	1	101	51
1563	1	100	50
1570	1	100	49
1575	1	100	48
1576	2	100	48
1647	2	105	45
1652	2	107	45
1659	2	109	45
1666	2	111	46
1673	2	113	47
1679	2	115	48
1686	2	116	50
1694	2	117	51
1701	2	117	53
1706	2	117	54
1714	2	117	56
1721	2	115	59
1728	2	113	61
1733	2	111	63
1740	2	109	65
1747	2	108	66
1754	2	106	67
1760	2	105	67
1767	2	105	67
1775	2	104	67
1782	2	105	66
1787	1	106	64
1795	1	107	63
1802	1	109	62
1809	1	111	61
1813	1	112	60
1820	1	114	59
1828	1	116	58
1835	1	118	57
1840	1	119	56
1847	1	120	56
1854	1	122	55
1861	1	123	54
1866	1	124	54
1873	1	124	53
1880	1	125	53
1888	1	126	52
1893	1	126	51
1900	1	127	50
1907	1	127	49
1908	2	127	49
1968	2	130	54
1973	2	131	58
1980	2	132	62
1988	2	133	67
1995	2	134	73
2000	2	134	78
2007	2	135	83
2014	2	135	87
2022	2	135	91
2027	2	136	94
2032	2	136	96
2039	2	136	98
2046	2	135	100
2051	2	135	101
2059	2	135	101
2065	1	135	100
2073	1	135	99
2078	1	135	97
2085	1	135	94
2092	1	135	91
2099	1	135	87
2105	1	135	83
2112	1	135	80
2119	1	135	76
2126	1	135	72
2132	1	135	69
2139	1	135	67
2146	1	134	65
2153	1	134	62
2159	1	134	60
2166	1	134	58
2173	1	134	56
2181	1	134	54
2186	1	134	52
2194	1	134	50
2201	1	134	47
2208	1	134	45
2213	1	134	43
2214	2	134	43
2240	2	133	39
2247	2	133	39
2254	2	133	39
2261	2	133	39
2266	2	134	39
2273	2	134	39
2278	2	135	39
2285	2	137	39
2290	2	139	40
2296	2	141	41
2303	2	143	42
2310	2	144	43
2316	2	146	45
2323	2	147	46
2330	2	148	48
2337	2	148	51
2342	2	147	53
2349	2	146	55
2357	2	144	58
2364	2	142	60
2370	2	140	62
2377	2	138	64
2384	2	137	65
2391	2	135	66
2397	2	135	66
2404	2	134	66
2412	2	135	66
